"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
 14-Aug-2024"
"BHARTIARTL","1,873.00","1,883.00","1,866.80","1,867.40","1,871.00","-","3.60","0.19","39,58,631","742.35","2,045.80","1,446.50","-3.24","27.32"
"APOLLOHOSP","7,830.00","7,859.50","7,749.00","7,808.50","7,821.50","-","13.00","0.17","6,73,142","525.55","7,859.50","6,001.00","6.38","20.04"
"BANKBARODA","241.99","243.80","241.40","241.81","242.19","-","0.38","0.16","53,98,813","130.90","266.95","190.70","-2.53","1.39"
"SUPREMEIND","4,300.00","4,340.00","4,265.30","4,300.00","4,307.00","-","7.00","0.16","2,11,708","91.04","5,720.00","3,095.00","1.46","-17.07"
"POWERGRID","289.05","290.15","287.15","288.20","288.65","-","0.45","0.16","84,64,495","244.44","366.25","247.30","-2.81","-13.43"
"INDHOTEL","769.00","776.90","763.20","769.80","771.00","-","1.20","0.16","29,75,752","229.49","894.90","599.55","3.08","26.64"
"SBILIFE","1,842.10","1,853.70","1,832.20","1,840.30","1,843.30","-","3.00","0.16","4,68,063","86.21","1,936.00","1,372.55","0.63","8.78"
"CANBK","109.50","109.88","108.63","108.99","109.15","-","0.16","0.15","1,08,79,799","118.85","119.30","78.60","-6.64","3.42"
"BHARATFORG","1,182.40","1,186.00","1,167.10","1,181.50","1,183.20","-","1.70","0.14","6,38,001","75.03","1,647.95","919.10","-4.13","-24.67"
"TATAELXSI","5,694.50","5,767.50","5,665.00","5,671.00","5,679.00","-","8.00","0.14","88,786","50.63","9,080.00","4,700.00","-9.97","-16.79"
"CIPLA","1,562.50","1,574.80","1,552.00","1,561.00","1,563.00","-","2.00","0.13","25,35,958","396.38","1,702.05","1,335.00","5.98","0.01"
"SHREECEM","30,610.00","30,610.00","30,230.00","30,410.00","30,450.00","-","40.00","0.13","34,703","105.37","32,490.00","23,500.00","-1.79","24.90"
"KEI","3,803.80","3,825.00","3,760.00","3,803.80","3,808.00","-","4.20","0.11","69,004","26.22","4,779.90","2,424.00","-1.98","-11.08"
"HDFCAMC","5,485.00","5,530.00","5,404.00","5,481.50","5,487.00","-","5.50","0.10","8,68,685","473.15","5,725.00","3,563.05","2.57","32.50"
"GAIL","173.06","174.84","172.87","173.36","173.52","-","0.16","0.09","88,64,011","154.20","245.00","150.52","-5.64","-23.26"
"MANKIND","2,468.10","2,561.00","2,461.90","2,466.00","2,468.00","-","2.00","0.08","10,01,061","250.26","3,054.80","2,115.10","-5.82","11.57"
"DALBHARAT","2,274.50","2,283.50","2,252.60","2,270.80","2,272.00","-","1.20","0.05","3,23,864","73.32","2,343.00","1,601.00","4.90","31.50"
"MARICO","710.20","713.20","704.90","710.20","710.50","-","0.30","0.04","14,69,217","104.38","745.00","577.85","-2.88","9.27"
"TATAMOTORS","666.00","666.55","657.70","663.75","664.00","-","0.25","0.04","62,50,494","414.05","1,142.00","535.75","-2.12","-37.44"
"ADANIENT","2,288.00","2,304.00","2,267.70","2,280.10","2,280.10","-","-","-","9,98,109","228.13","3,211.00","2,025.00","-12.53","-24.95"
"PAGEIND","43,670.00","43,845.00","43,365.00","43,525.00","43,520.00","-","-5.00","-0.01","19,276","83.98","50,590.00","38,850.00","-7.70","7.11"
"SBICARD","786.20","794.75","786.15","790.10","790.00","-","-0.10","-0.01","3,63,454","28.69","1,027.25","659.80","-12.04","14.46"
"INOXWIND","138.50","138.95","136.00","137.96","137.90","-","-0.06","-0.04","63,95,679","87.86","259.31","129.03","-17.68","-34.79"
"LICI","890.00","894.60","885.00","887.50","887.00","-","-0.50","-0.06","7,61,942","67.77","1,095.00","715.30","-4.81","-13.58"
"INDIANB","670.70","673.20","666.05","670.70","670.30","-","-0.40","-0.06","5,38,598","36.00","677.00","473.90","4.17","21.42"
"SUNPHARMA","1,639.80","1,651.10","1,632.20","1,639.80","1,638.60","-","-1.20","-0.07","17,38,094","285.00","1,960.35","1,553.05","-3.50","-5.76"
"LTIM","5,150.00","5,272.00","5,100.00","5,114.50","5,110.50","-","-4.00","-0.08","4,93,674","255.28","6,767.95","3,802.00","-4.11","-5.89"
"TORNTPHARM","3,621.30","3,647.70","3,593.90","3,617.80","3,615.00","-","-2.80","-0.08","3,82,408","138.76","3,787.90","2,886.45","4.73","8.19"
"ATGL","611.00","617.00","605.70","609.25","608.70","-","-0.55","-0.09","2,79,633","17.07","868.85","532.60","-7.96","-27.98"
"NYKAA","214.81","216.50","211.16","215.04","214.84","-","-0.20","-0.09","65,79,517","140.98","229.80","154.90","-0.26","13.67"
"CHOLAFIN","1,459.10","1,474.80","1,449.20","1,460.50","1,459.00","-","-1.50","-0.10","16,12,053","235.49","1,684.40","1,168.00","-6.25","8.74"
"TVSMOTOR","3,034.00","3,039.90","2,985.60","3,019.20","3,016.00","-","-3.20","-0.11","10,75,908","324.49","3,044.80","2,171.40","4.25","15.92"
"FEDERALBNK","196.39","196.68","194.99","196.19","195.90","-","-0.29","-0.15","26,79,922","52.48","220.00","172.66","-8.77","-3.39"
"POLYCAB","6,975.00","6,983.00","6,904.50","6,966.00","6,955.00","-","-11.00","-0.16","1,43,368","99.72","7,605.00","4,555.00","0.32","8.68"
"OFSS","8,585.00","8,718.50","8,570.00","8,594.50","8,580.00","-","-14.50","-0.17","83,210","71.84","13,220.00","7,038.00","-2.59","-19.24"
"DRREDDY","1,255.10","1,266.00","1,250.20","1,253.40","1,251.00","-","-2.40","-0.19","16,03,933","201.92","1,421.49","1,020.00","0.08","-81.47"
"CUMMINSIND","3,807.70","3,823.00","3,771.00","3,792.10","3,784.10","-","-8.00","-0.21","3,73,609","141.45","3,929.00","2,580.00","6.08","1.61"
"CDSL","1,564.00","1,577.00","1,551.20","1,564.50","1,561.00","-","-3.50","-0.22","12,89,206","201.31","1,989.80","1,047.45","-9.39","-39.08"
"IREDA","144.24","145.00","143.00","144.24","143.90","-","-0.34","-0.24","28,88,240","41.54","265.80","137.01","-10.10","-39.09"
"DELHIVERY","468.20","474.10","460.65","467.10","465.95","-","-1.15","-0.25","17,66,754","82.52","474.10","236.53","10.20","11.86"
"ZYDUSLIFE","993.55","1,002.85","982.20","988.60","986.00","-","-2.60","-0.26","7,17,164","71.11","1,220.00","795.00","2.05","-15.52"
"YESBANK","18.83","18.88","18.72","18.83","18.78","-","-0.05","-0.27","3,10,42,904","58.33","24.94","16.02","-7.21","-21.72"
"GRANULES","464.20","472.80","455.55","460.35","459.10","-","-1.25","-0.27","15,37,810","71.33","721.00","422.00","-8.06","-31.36"
"NTPC","339.95","340.45","336.30","339.95","339.00","-","-0.95","-0.28","56,89,423","192.58","448.45","292.80","-0.91","-14.38"
"TITAGARH","814.75","816.95","800.60","813.55","811.00","-","-2.55","-0.31","7,51,127","60.63","1,509.80","654.55","-15.12","-42.67"
"BIOCON","361.00","368.00","358.15","360.25","359.10","-","-1.15","-0.32","25,25,023","91.43","406.00","291.00","-8.97","9.64"
"BANKINDIA","113.64","113.90","112.60","113.56","113.20","-","-0.36","-0.32","22,91,942","25.96","130.24","90.05","-4.09","-1.39"
"IRCTC","733.50","737.75","721.80","727.35","724.80","-","-2.55","-0.35","10,74,069","78.24","957.10","656.00","-6.67","-20.34"
"KOTAKBANK","1,988.00","1,993.50","1,975.50","1,987.70","1,980.00","-","-7.70","-0.39","19,84,593","393.53","2,301.90","1,679.05","-9.23","13.18"
"OBEROIRLTY","1,622.60","1,635.00","1,614.30","1,626.70","1,620.40","-","-6.30","-0.39","3,19,944","51.85","2,343.65","1,451.95","-10.86","-5.61"
"PHOENIXLTD","1,447.00","1,448.00","1,420.20","1,436.90","1,431.10","-","-5.80","-0.40","2,71,178","38.79","1,968.00","1,338.05","-3.44","-57.51"
"PNB","106.65","107.15","105.88","106.64","106.20","-","-0.44","-0.41","61,65,564","65.60","117.98","85.46","-7.56","-6.42"
"PAYTM","1,160.50","1,160.90","1,135.00","1,155.00","1,150.00","-","-5.00","-0.43","46,87,371","538.48","1,187.00","505.50","14.56","113.68"
"BOSCHLTD","38,880.00","38,950.00","38,430.00","38,660.00","38,490.00","-","-170.00","-0.44","23,267","89.82","41,290.00","25,921.60","0.29","24.50"
"TCS","3,034.00","3,055.90","3,019.10","3,036.20","3,022.50","-","-13.70","-0.45","33,42,174","1,013.52","4,592.25","2,991.60","-6.52","-29.64"
"BAJAJ-AUTO","8,250.00","8,280.00","8,198.00","8,248.50","8,210.50","-","-38.00","-0.46","3,64,270","299.49","12,774.00","7,089.35","-1.07","-15.76"
"PFC","419.00","419.80","413.90","417.75","415.80","-","-1.95","-0.47","36,80,607","153.35","566.40","357.25","-1.71","-14.06"
"DABUR","504.00","505.50","499.40","503.50","501.15","-","-2.35","-0.47","12,02,134","60.29","672.00","433.30","-5.12","-17.12"
"VOLTAS","1,270.00","1,279.60","1,258.00","1,276.10","1,270.00","-","-6.10","-0.48","5,69,544","72.51","1,944.90","1,135.00","-8.77","-17.77"
"RVNL","329.50","333.85","322.00","326.30","324.75","-","-1.55","-0.48","52,92,079","173.15","619.50","305.00","-15.44","-41.51"
"EXIDEIND","375.70","376.80","370.75","375.70","373.90","-","-1.80","-0.48","12,45,199","46.52","534.40","328.00","-2.98","-22.98"
"INDUSINDBK","773.45","779.80","765.70","773.45","769.75","-","-3.70","-0.48","18,59,573","143.62","1,498.00","606.00","-12.50","-42.47"
"SUZLON","60.68","60.99","60.00","60.38","60.09","-","-0.29","-0.48","6,14,74,611","370.94","86.04","46.15","-10.40","-21.77"
"UPL","684.20","693.90","681.00","686.15","682.85","-","-3.30","-0.48","10,66,750","73.21","735.85","484.90","1.83","25.96"
"AMBUJACEM","580.85","584.50","571.55","580.85","578.00","-","-2.85","-0.49","19,74,038","113.76","660.00","453.05","-2.93","-7.24"
"COALINDIA","386.10","386.85","382.55","386.10","384.10","-","-2.00","-0.52","40,34,887","155.10","543.55","349.25","-0.52","-23.83"
"M&M","3,273.20","3,313.50","3,262.00","3,282.20","3,265.00","-","-17.20","-0.52","15,08,721","494.35","3,313.50","2,425.00","2.16","18.95"
"SHRIRAMFIN","614.30","622.90","611.50","619.25","615.90","-","-3.35","-0.54","42,79,172","263.40","730.45","493.35","-7.77","-78.71"
"TATATECH","668.40","672.65","662.00","666.75","663.00","-","-3.75","-0.56","4,67,036","31.14","1,136.00","597.00","-9.70","-33.16"
"TRENT","5,424.00","5,440.00","5,360.00","5,398.50","5,367.50","-","-31.00","-0.57","6,97,401","376.22","8,345.00","4,488.00","-0.21","-16.59"
"MOTHERSON","93.00","93.89","91.62","93.39","92.85","-","-0.54","-0.58","1,47,71,758","136.88","144.66","71.50","-39.62","-49.56"
"LT","3,700.00","3,708.50","3,641.70","3,693.70","3,672.10","-","-21.60","-0.58","17,69,702","649.41","3,963.50","2,965.30","4.94","3.72"
"ITC","414.25","415.05","411.00","414.10","411.45","-","-2.65","-0.64","95,80,361","395.16","528.50","390.15","-3.10","-16.41"
"LAURUSLABS","867.20","878.85","855.25","863.15","857.60","-","-5.55","-0.64","29,49,617","256.20","922.50","417.70","4.52","100.63"
"HINDUNILVR","2,498.90","2,509.00","2,473.20","2,495.10","2,479.00","-","-16.10","-0.65","11,04,362","275.05","3,035.00","2,136.00","-1.47","-8.87"
"BSE","2,500.00","2,514.40","2,456.00","2,496.40","2,479.80","-","-16.60","-0.66","27,47,105","682.60","3,030.00","841.67","-1.90","-3.04"
"ADANIGREEN","925.00","933.00","914.05","924.15","917.95","-","-6.20","-0.67","10,31,515","94.88","2,091.00","758.00","-11.66","-49.26"
"HINDALCO","701.00","702.35","688.00","700.50","695.70","-","-4.80","-0.69","41,79,259","289.77","772.65","546.45","4.27","11.88"
"HFCL","71.95","72.46","70.35","71.60","71.10","-","-0.50","-0.70","71,60,882","50.96","171.00","70.35","-14.73","-45.89"
"RELIANCE","1,377.30","1,380.70","1,370.10","1,382.60","1,372.90","-","-4.20","-0.30","71,26,128","979.96","1,551.00","1,114.85","-7.53","-53.01"
"IEX","141.00","141.63","139.03","141.17","140.18","-","-0.99","-0.70","58,39,144","81.95","244.40","130.26","-32.66","-24.51"
"SRF","2,852.10","2,865.80","2,830.50","2,855.20","2,835.20","-","-20.00","-0.70","1,90,742","54.25","3,325.00","2,126.85","-11.22","14.05"
"HUDCO","210.00","210.63","206.70","210.29","208.76","-","-0.38","-0.18","25,73,029","53.65","299.70","158.85","-10.13","-27.43"
"JSWSTEEL","1,055.00","1,058.10","1,038.90","1,053.70","1,046.00","-","-7.70","-0.73","8,70,899","91.04","1,074.90","880.00","1.52","17.43"
"CESC","164.32","164.87","162.60","164.32","163.10","-","-1.22","-0.74","7,96,444","13.02","212.49","119.00","-10.14","-5.20"
"CGPOWER","676.00","676.00","664.00","670.45","665.45","-","-5.00","-0.75","15,17,335","101.51","874.70","517.70","-1.39","-5.73"
"TATAPOWER","387.20","388.60","383.15","387.20","384.30","-","-2.90","-0.75","26,62,149","102.54","494.85","326.35","-7.09","-4.97"
"TATACHEM","944.40","946.05","931.05","941.40","934.35","-","-7.05","-0.75","2,78,540","26.09","1,247.35","756.00","-0.71","-8.46"
"NESTLEIND","1,099.90","1,103.00","1,084.70","1,096.90","1,088.50","-","-8.40","-0.77","9,41,698","102.71","1,389.00","1,055.00","-55.72","-55.98"
"UNIONBANK","136.00","136.48","134.12","135.69","134.65","-","-1.04","-0.77","59,81,897","80.74","158.65","100.81","-9.10","15.54"
"LICHSGFIN","575.50","577.00","566.80","574.35","569.90","-","-4.45","-0.77","9,39,890","53.55","735.55","483.70","-10.64","-11.55"
"KPITTECH","1,215.90","1,230.00","1,206.00","1,216.00","1,206.50","-","-9.50","-0.78","7,04,643","85.76","1,921.00","1,020.60","-5.71","-32.14"
"PNBHOUSING","776.00","777.40","765.55","773.05","767.00","-","-6.05","-0.78","11,63,422","89.74","1,202.20","746.70","-30.66","-7.63"
"ALKEM","5,355.00","5,423.50","5,315.00","5,388.50","5,346.00","-","-42.50","-0.79","2,78,431","149.15","6,439.90","4,491.65","6.90","-5.90"
"HCLTECH","1,501.00","1,516.20","1,485.80","1,501.10","1,489.00","-","-12.10","-0.81","42,27,538","634.73","2,012.20","1,302.75","-4.67","-8.38"
"POLICYBZR","1,852.00","1,858.40","1,825.10","1,852.00","1,837.00","-","-15.00","-0.81","6,61,217","121.43","2,246.90","1,311.35","1.20","16.53"
"ULTRACEMCO","12,413.00","12,428.00","12,225.00","12,401.00","12,299.00","-","-102.00","-0.82","2,35,741","289.82","12,714.00","10,047.85","-1.09","11.95"
"HINDZINC","431.00","432.70","422.50","430.20","426.45","-","-3.75","-0.87","13,67,682","58.17","618.00","378.15","-1.96","-25.38"
"ONGC","238.51","238.67","234.43","238.67","236.60","-","-2.07","-0.87","72,58,450","171.85","338.75","205.00","-2.43","-27.80"
"AMBER","6,975.00","7,040.00","6,872.50","6,945.50","6,885.00","-","-60.50","-0.87","2,20,230","152.64","8,177.00","3,964.00","-9.28","68.72"
"IIFL","445.75","454.80","440.55","445.75","441.70","-","-4.05","-0.91","9,01,508","40.38","560.60","279.80","-16.15","10.07"
"COLPAL","2,171.50","2,183.00","2,151.00","2,171.70","2,152.00","-","-19.70","-0.91","6,09,379","131.78","3,890.00","2,151.00","-9.51","-37.90"
"ICICIGI","1,908.00","1,919.30","1,892.50","1,912.70","1,895.00","-","-17.70","-0.93","2,32,464","44.22","2,301.90","1,613.70","-3.68","-4.03"
"BDL","1,591.00","1,613.90","1,572.10","1,591.00","1,576.00","-","-15.00","-0.94","20,39,786","323.79","2,096.60","890.00","-12.44","19.73"
"RBLBANK","254.70","257.05","250.50","253.80","251.40","-","-2.40","-0.95","36,22,770","91.93","272.88","146.10","-6.42","22.45"
"IRFC","125.65","126.35","124.21","125.65","124.44","-","-1.21","-0.96","43,32,376","54.15","187.33","108.04","-8.08","-30.47"
"DLF","759.00","762.70","749.00","757.65","750.35","-","-7.30","-0.96","14,37,774","108.30","929.00","601.20","-10.99","-8.53"
"IGL","206.31","207.33","203.35","206.31","204.30","-","-2.01","-0.97","8,58,541","17.58","285.18","153.05","-7.13","-62.10"
"JIOFIN","330.60","331.95","325.85","330.60","327.35","-","-3.25","-0.98","80,79,069","264.93","363.00","198.65","2.46","2.25"
"BHEL","224.48","224.80","220.42","223.99","221.78","-","-2.21","-0.99","38,35,220","85.13","304.00","176.00","-12.98","-23.68"
"ASTRAL","1,282.00","1,294.50","1,270.30","1,292.10","1,279.00","-","-10.90","-0.85","14,59,328","187.23","2,037.95","1,232.30","-14.30","-31.33"
"TATACONSUM","1,057.20","1,059.40","1,045.40","1,056.10","1,045.40","-","-10.70","-1.01","7,67,620","80.82","1,234.30","882.90","-2.80","-9.97"
"BEL","387.85","388.00","382.55","388.85","384.70","-","-3.25","-0.84","80,46,552","309.31","436.00","240.25","-5.23","31.05"
"JSWENERGY","535.00","535.75","525.85","535.00","529.10","-","-5.90","-1.10","10,62,841","56.30","804.90","418.75","-0.49","-18.08"
"ABB","5,100.00","5,105.50","5,023.50","5,087.00","5,030.00","-","-57.00","-1.12","2,37,754","120.15","8,940.60","4,684.45","-9.39","-35.15"
"MAZDOCK","2,750.10","2,750.80","2,710.00","2,748.80","2,718.00","-","-30.80","-1.12","6,66,934","181.70","3,775.00","1,918.05","-12.43","-45.56"
"GODREJPROP","1,961.00","1,973.90","1,934.80","1,960.10","1,937.50","-","-22.60","-1.15","3,41,127","66.40","3,399.00","1,900.00","-15.40","-32.61"
"PETRONET","276.10","276.40","271.35","274.95","271.70","-","-3.25","-1.18","15,35,923","41.94","384.20","269.60","-12.42","-25.37"
"TECHM","1,509.90","1,529.90","1,485.00","1,506.30","1,488.20","-","-18.10","-1.20","17,15,172","257.72","1,807.70","1,209.40","-7.54","-2.47"
"JUBLFOOD","657.25","670.45","628.30","639.75","632.00","-","-7.75","-1.21","66,96,309","431.64","796.75","558.25","-8.95","-0.88"
"FORTIS","947.20","951.05","929.00","945.80","934.00","-","-11.80","-1.25","18,08,600","169.22","951.05","517.40","17.21","78.49"
"INDUSTOWER","337.20","337.80","330.20","337.30","333.10","-","-4.20","-1.25","83,93,964","279.45","460.35","312.75","-17.78","-17.38"
"PPLPHARMA","192.88","193.79","189.55","192.13","189.71","-","-2.42","-1.26","20,50,350","39.18","307.90","181.50","-11.55","4.00"
"BPCL","327.00","331.40","317.15","322.50","318.40","-","-4.10","-1.27","1,05,49,386","338.84","376.00","234.01","-8.57","-2.15"
"BRITANNIA","5,395.00","5,398.50","5,298.00","5,375.50","5,307.00","-","-68.50","-1.27","2,15,308","114.60","6,469.90","4,506.00","-8.36","-6.30"
"HEROMOTOCO","4,770.00","4,773.50","4,690.50","4,768.70","4,708.00","-","-60.70","-1.27","3,73,862","176.77","6,246.25","3,344.00","6.41","-7.18"
"ADANIENSOL","788.15","791.90","774.45","786.30","776.10","-","-10.20","-1.30","65,81,262","516.85","1,138.00","588.00","-11.50","-30.34"
"ADANIPORTS","1,324.80","1,329.00","1,290.50","1,319.60","1,301.40","-","-18.20","-1.38","22,98,528","299.15","1,517.00","995.65","-10.74","-11.06"
"BANDHANBNK","165.80","165.80","163.01","165.70","163.32","-","-0.88","-0.54","20,18,807","33.10","215.44","128.16","-11.05","-14.01"
"RECLTD","386.00","386.00","381.00","387.15","381.50","-","-3.05","-0.79","32,87,588","125.74","636.00","357.35","-4.71","-32.31"
"LUPIN","1,990.00","2,009.80","1,957.70","1,989.80","1,960.40","-","-29.40","-1.48","8,59,101","169.23","2,402.90","1,795.20","1.63","-5.42"
"OIL","408.30","409.60","396.50","407.00","400.95","-","-6.05","-1.49","39,23,902","157.18","767.90","325.00","-10.24","-39.18"
"IOC","143.00","143.16","139.86","142.43","140.29","-","-2.14","-1.50","1,14,53,732","161.41","184.00","110.72","-7.83","-14.42"
"IDFCFIRSTB","69.90","70.00","68.56","69.90","68.82","-","-1.08","-1.55","1,24,14,379","85.71","78.45","52.46","-6.89","-2.59"
"SJVN","93.90","94.00","91.60","93.45","92.00","-","-1.45","-1.55","50,03,409","46.24","148.84","80.54","-7.19","-35.30"
"VBL","510.85","510.85","499.45","511.10","502.90","-","-8.20","-1.60","50,02,148","251.11","668.00","419.55","4.53","-65.68"
"NATIONALUM","189.94","190.01","186.25","189.94","186.90","-","-3.04","-1.60","69,41,185","130.10","262.99","137.75","-0.23","13.62"
"CONCOR","541.55","542.00","531.10","541.55","532.50","-","-9.05","-1.67","12,53,153","66.91","801.00","481.00","-14.21","-44.10"
"GODREJCP","1,197.50","1,200.90","1,174.70","1,198.80","1,178.50","-","-20.30","-1.69","9,34,906","110.86","1,541.85","979.50","-6.32","-13.58"
